Time,Linear Pos X,Linear  Pos Y,Linear Pos Z,Angular Pos X,Angular Pos Y,Angular Pos Z,Lineal Vel X,Lineal Vel Y,Lineal Vel Z,Angular Vel X,Angular Vel Y,Angular Vel Z
1681947666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1681947667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1681947668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1681947669,-0.9058488871750914,0.4222364418923482,5.113243232479286,-0.0009887406677833032,-0.0026197313792992827,-0.0003619674039411585,0.0,0.0,0.0,0.0,0.0,0.0
1681947670,-0.10163374041507421,0.1435562430149767,0.5238955465304311,0.0031652707598495504,0.009182316768766501,-0.0011917212540031202,0.0,0.0,0.0,0.0,0.0,0.0
1681947670,-0.0933586006085087,0.18025245229824355,0.6650727038446899,0.005252234233938027,0.009431961532765619,-0.000875301577953249,0.0,0.0,0.0,0.0,0.0,0.0
1681947671,-0.0859413088437565,0.18666171157684974,0.7569778918074599,0.0032891388202791897,0.008147580497284434,-0.0009895641993190767,0.0,0.0,0.0,0.0,0.0,0.0
1681947672,-0.06203182934556304,0.1872999300115849,0.726931058627983,0.002439418715744097,0.007836252160249533,-0.0009507513604876556,0.0,0.0,0.0,0.0,0.0,0.0
1681947673,-0.059822219552383656,0.20011385720260616,0.6872383290454864,0.0023288524082954207,0.007495629010306381,-0.0012924213909210973,0.0,0.0,0.0,0.0,0.0,0.0
1681947674,-0.051110622212749826,0.2157687330401725,0.6858284136140833,0.0024562875163139453,0.007817085123039812,-0.001498520623289917,0.0,0.0,0.0,0.0,0.0,0.0
1681947674,-0.052464619504254906,0.23444480586655253,0.6472479866661613,0.002173323215322589,0.0065420845870259444,-0.002007919670951459,0.0,0.0,0.0,0.0,0.0,0.0
1681947675,-0.07332977893174142,0.255448076506953,0.6039012528803261,0.0025620470271515467,0.007271267472309481,-0.002400452636379395,0.0,0.0,0.0,0.0,0.0,0.0
1681947676,-0.023857346645955412,0.2677767633978384,0.8708070336462171,0.0035519401395478875,0.01010620115043372,-0.002493630816468604,0.0,0.0,0.3,0.0,0.0,0.0
